,KEY,sarcasm_explanation
16,1_3287_u,"The video is sarcastic because the speaker's utterance ""Oh, sure. And while we're at it, why don't we put our hands behind our backs, have an old-fashioned eating contest?"" conveys frustration and annoyance with a hint of sarcasm, as evident from the tone of skepticism and reluctance. The use of hyperbole and irony in the suggestion further reinforces the sarcastic tone. The speaker's facial expressions, such as raised brows and tightened lips, also suggest a sense of mockery or ridicule, aligning with the sarcastic sentiment."
17,2_44_u,"The video is non-sarcastic because the speaker's utterance ""Whoa, maybe I was!"" conveys a genuine sense of surprise and astonishment, without any hint of irony or mocking undertones. The tone is informal and casual, suggesting excitement or unexpectedness, and the sentiment is neutral to slightly positive. The speaker's facial expressions, such as raised brows and parted lips, also indicate a sense of introspection and curiosity, rather than sarcasm. Additionally, the video's context, which shows a cozy and intimate setting, further supports the conclusion that the video is non-sarcastic."
18,1_S11E10_432_u,"The video is non-sarcastic because the speaker's tone is neutral and assertive, conveying a positive sentiment. The brevity and simplicity of the response, suggest a sense of obligation rather than eagerness, but lack any hint of irony or mocking. The speaker's facial cues, such as raised eyebrows also indicate an assertive state, further supporting the non-sarcastic label."
19,1_S11E16_170_u,"The video is sarcastic because of the speaker's utterance ""You're right. That's so much better"" which conveys irony and skepticism, and has a hint of sarcasm. The tone is informal and conversational, but with a lighthearted and slightly ironic tone. Additionally, the speaker's facial expressions, such as raised inner brow, nose wrinkled, and lip corner pulled, suggest doubt and skepticism, which further support the conclusion that the video is sarcastic."
20,1_S12E19_143_u,"The video is sarcastic because of the speaker's critical and disapproving tone, strongly negative sentiment, and tongue-in-cheek language, particularly in the phrase ""numb your brain with alcohol."" The emphasis on certain words, such as ""alcohol"" and ""reality show,"" and the facial expressions, including tightened lips, convey scorn and disdain. The speaker's assertive and slightly aggressive tone, along with the mocking and ironic tone of the text, further support the conclusion that the video is sarcastic."
21,1_6032_u,"The video is sarcastic because of the speaker's utterance, which implies hypocrisy and double standards, conveying a negative sentiment with a hint of frustration and anger. The tone is assertive and slightly confrontational, and the facial expressions, such as raised brows and tightened lids, suggest doubt, further supporting the sarcastic tone. The irony and criticism in the statement, combined with the speaker's composed and unemotional delivery, also contribute to the sarcastic label."
22,2_180_u,"The video is non-sarcastic because the speaker's utterance ""That oughta do it"" conveys a sense of satisfaction and relief, with a relaxed and matter-of-fact tone, lacking any irony or tongue-in-cheek humor that might indicate sarcasm. The warm and inviting tone, gentle volume, and cheerful intonation patterns further reinforce the positive and enthusiastic sentiment. Additionally, the speaker's facial expressions, such as raised brows, tightened lids, and lip corners, suggest happiness and positivity, rather than sarcasm."
23,1_S12E10_076_u,"The video is non-sarcastic because the speaker's utterance ""You or the steak?"" conveys a playful and humorous tone, indicating a lighthearted and casual inquiry. The overall sentiment is positive and carefree, with no strong hint of sarcasm. The speaker's tone is informal and conversational, and their facial expressions, such as raised cheeks and lip corners, suggest happiness. The context of the video, showing a relaxed conversation in a kitchen, also supports a non-sarcastic interpretation."
24,2_530_u,"The video is non-sarcastic because the context of the scene depicts a serious and tense office meeting, which contradicts the literal meaning of the speaker's utterance ""Uh, I'm gonna kill myself!"". Additionally, the speaker's facial expressions, such as raised brows and a tightened lid, suggest doubt rather than sarcasm. The overall atmosphere of the video does not align with the tone of sarcasm, further supporting the non-sarcastic label."
25,1_S10E04_343_u,"The video is non-sarcastic because the speaker's utterance ""Well, now I don't know if I want to know!"" conveys anxiety and uncertainty, with a neutral sentiment and a hint of apprehension. The tone is introspective and questioning, lacking irony or mockery. The speaker's reserved and subdued tone, measured pace, and neutral facial expressions, such as raised brows and a tightened lid, further support a non-sarcastic tone. The overall context of a casual conversation between two people on a couch, with a lack of energetic or vibrant delivery, also suggests a genuine and non-sarcastic exchange."
26,3_S02E05_378_u,"The video is sarcastic because the speaker's utterance ""I'm sure you were great at fingerpainting, also, Dinesh"" conveys condescension and sarcasm through its  mocking tone, implying insincerity. It also suggest contempt, further supporting the sarcastic label."
27,2_590_u,"The video is non-sarcastic because the speaker's tone is genuine, matter-of-fact, and assertive yet warm, lacking any ironic or mocking tone typically associated with sarcasm. The language used is straightforward, and the sentiment expressed is neutral to slightly negative, dismissing an idea or opinion without any emotional undertones. The speaker's facial expressions and body language, such as a calm and composed demeanor, also support a non-sarcastic tone."
28,1_S12E12_266_u,"The video is sarcastic. The speaker's utterance ""You went to college"" conveys a sense of mockery towards the person being spoken to. The video context, with the speakers sitting on a couch, talking and holding glasses of wine, suggests a casual and relaxed atmosphere. The speaker's facial expressions, with a raised eyebrow and subtle smirk with a tonal shift towards emphasis on the word ""college"", indicates that he's making a sarcastic remark."
29,4_S01E03_090_u,"The video is sarcastic. The speaker's utterance ""I try to work through the pain"" conveys that even though he's trying to make a point about his plight. The speaker's talks with a rather straight face, than with actual sadness, indicating that he is making a sarcastic comment about his plight."
30,2_447_u,"The video is sarcastic because of the speaker's use of irony and exaggerated scenarios to convey their point, particularly the absurd image of being ""across the street with a telescope and a box of donuts."" This tone is reinforced by the speaker's shift from a neutral to a defensive and apologetic tone, and eventually to a more assertive and emphatic tone, indicating a sense of tongue-in-cheek humor. The speaker's facial expressions, such as raised cheeks and parted lips, also suggest a sense of doubt and playfulness, further supporting the conclusion that the video is sarcastic."
31,3_S01E04_342_u,"The video is non-sarcastic because despite the speaker's use of irony and tongue-in-cheek tone, the overall sentiment is one of wry amusement and playful self-deprecation. The speaker's lighthearted and playful tone, as well as the facial expressions indicating happiness, contradict the initial impression of sarcasm. The tone softens as the speech progresses, and the lack of emotionality in the speaker's voice further supports the non-sarcastic label."
32,1_6221_u,"The video is sarcastic because the speaker's utterance ""Well, if you don't mind looking like an orange traffic cone, great"" conveys a lighthearted and tongue-in-cheek tone, implying irony and humor. The use of the phrase ""if you don't mind"" and the word ""great"" suggest a sense of mocking or sarcasm. Additionally, the speaker's facial expressions, such as raised eyebrows and a tightened lid, indicate a playful and humorous tone, which is consistent with sarcasm. The overall neutral to slightly positive sentiment and the calm, composed delivery of the speech also support the conclusion that the video is sarcastic."
33,2_441_u,"The video is non-sarcastic because the speaker's utterance ""He's right, even if it's to say something complementary"" conveys a genuine willingness to acknowledge someone's opinion, lacking any irony or mocking tone typically associated with sarcasm. The neutral to slightly positive tone, the conciliatory agreement sentiment, and the speaker's facial expressions indicating happiness further support this conclusion."
34,2_135_u,"The video is sarcastic because of the speaker's tone, language, and facial expressions. The phrase ""No, she I supset"" appears to be a playful misspelling, suggesting irony and facetiousness. The speaker's tone is assertive and slightly elevated in pitch, indicating anger or frustration, but with a hint of exasperation and tongue-in-cheek humor. The facial expressions, such as raised brows, and puckered lips, convey a sense of irritation or displeasure, but also a controlled effort to maintain composure. The overall sentiment is negative, with a clear sense of disapproval or annoyance towards Jimmy Swagert. These cues collectively suggest that the video is sarcastic."
35,1_5212_u,"The video is non-sarcastic because the speaker's tone is lighthearted and playful, conveying a sense of incredulity and amusement rather than criticism or mockery. The use of ""I'm sorry"" at the beginning is more of a tongue-in-cheek apology, implying surprise rather than sarcasm. The speaker's facial expressions, such as raised brows, cheek, and lip corners, also suggest happiness and surprise, further supporting the non-sarcastic label."
36,2_462_u,"The video is sarcastic. The speaker's utterance ""No Rose, at a pie eating contest"" conveys a negative sentiment of disappointment or frustration, and the emphasis on ""Pie""  suggests something unrealistic. The speaker seems to be making a point. The facial expressions and possible emotions observed in the video, such as raised eyebrows and anger indicate sarcasm. The shift in the speaker's tone to a more assertive and possibly confrontational manner suggests impatience or annoyance as well."
37,2_227_u,"The video is sarcastic. The speaker's tone is uncertain and hesitant, expressing doubt and skepticism. However, his facial expressions like raised brows and wrinkled nose suggests his intention of mockery. The tone remains neutral to slightly negative indicating that the speaker is doubtful about the person's capabilities and sacastically makes the comment ""You sure he is going to be able to crack that code?"""
38,2_491_u,"The video is sarcastic because the speaker's utterance ""Let me think! Let me think! Oh, I don't care"" conveys a sense of frustration and apathy, but with a tone that is tongue-in-cheek and ironic, implying that they are not as nonchalant as they claim to be. The speaker's tonality shifts from neutral to deeper and more resonant, and then to light-hearted and amused, suggesting a playful and sarcastic tone. Additionally, the speaker's facial expressions, such as raised brows, tightened lids, and lip corners, indicate a range of emotions including happiness, surprise, and doubt, which further support the conclusion that the video is sarcastic."
39,2_467_u,"The video is non-sarcastic because the speaker's utterance ""That is the coast guard!"" is accompanied by a tone of annoyance, and a consistent pattern of intonation. The speaker's facial expressions, although show signs of exasperations and do not contradict the overall annoyed sentiment. "
40,1_S12E03_286_u,"The video is sarcastic. The speaker first talks about having very ordinary start to the day with ""Grape Nuts for breakfast, quiet car ride"". However, when he mentions ""things are really breaking my way today"", he's being sarcastic as this is a comment somebody would make when they're overtly enthusiastic or an extraordinary time unlike what the speaker experiences. Also, the speaker's straight face and flat tone, while making an supposedly exited comment suggest sarcasm."
41,1_2797_u,"The video is sarcastic. The speaker's utterance, ""It's an iCal download. She can put it right in her phone,"" conveys an expectation of practicality. The tone is condescending with a subtle intention of insulting the person being spoken about. The speaker talks with a straight face, with slight disgust as can be observed from the lowered brows and squinting eyes. "
42,1_S11E05_253_u,"The video is non-sarcastic because the speaker's utterance ""Maybe there's something in the book that will help"" conveys a sense of hopefulness and optimism, with a neutral to slightly positive sentiment. The tone is cautious but sincere, without any hint of irony or mocking undertones. The speaker's facial expressions and body language, are also neutral suggesting a lack of sarcasm. "
43,1_S09E07_054_u,"The video is sarcastic. The speaker's utterance ""And I'm laughing like I did the first time I heard it"" delivered with expressions that contradict the statement suggest sarcasm. The sentiment is annoyed. The use of the phrase ""like I did the first time I heard it"" suggests expaseration. The speaker's facial expressions, such as raised eyebrows and no smiles also suppport sarcasm. "
44,2_300_u,"The video is non-sarcastic because the speaker's tone is genuine and serious, lacking any obvious hints of sarcasm such as exaggeration or irony. The underlying emotion of skepticism and doubt is conveyed through a straightforward and direct statement, without any tongue-in-cheek or ironic undertones. Additionally, the speaker's facial expressions and tonality, which include a raised inner brow, harsh and confrontational edge, and emotional intensity, suggest strong disapproval or anger, further supporting the non-sarcastic label."
45,1_9009_u,"The video is non-sarcastic because the speaker's tone is assertive and slightly annoyed, but not sarcastic or ironic. The use of ""No, no, no"" at the beginning of the sentence creates a sense of urgency and emphasis, which reinforces this interpretation. Additionally, the speaker's facial expressions, such as a lowered brow and raised upper lid, suggest a sense of frustration or annoyance, but not sarcasm. The speaker's tone and facial expressions convey a sense of confidence and assertiveness, rather than sarcasm or irony."
46,2_28_u,"The video is non-sarcastic because the speaker's utterance expresses gratitude and appreciation, conveyed through a genuine and polite tone. The video context shows a group of people hanging out and engaged in conversation, further supporting a positive and friendly atmosphere. The speaker's neutral tone, lack of emphasis or inflection, and consistent delivery also suggest a sincere and non-sarcastic tone. Additionally, the speaker's facial expressions, although varied, do not indicate irony or mocking, but rather happiness and other positive emotions. Overall, the combination of the speaker's words, tone, and facial expressions, as well as the video context, all point to a non-sarcastic video."
47,1_S11E02_049_u,"The video is non-sarcastic because the speaker's tone is informal and conversational, conveying a sense of lightheartedness and playfulness. Although there is a hint of sarcasm in the question ""Is that really how I sound?"", it is mild and playful, rather than bitter or ironic. The speaker's voice has a warm tone, indicating a friendly and inviting demeanor, and the sentiment conveyed throughout the clip is mostly neutral with occasional moments of happiness and positivity. The speaker's facial expressions, such as raised cheeks and lip corners, also suggest happiness and playfulness, further supporting the non-sarcastic label."
48,1_S09E03_241_u,"The video is non-sarcastic because despite the speaker's use of exaggerated and tongue-in-cheek language, such as ""self-respecting gentleman"" and ""damsel in distress"", the overall tone is instructional and serious, with a hint of playfulness. The speaker's firm and assertive tone, steady pitch, and composed delivery suggest a neutral sentiment, lacking any discernible positive or negative emotions. Additionally, the speaker's facial expressions, such as raised brows and lips, indicate lack of sarcasm. The peaceful and quiet video context, with the speaker focused on the task at hand, further supports the conclusion that the video is non-sarcastic."
49,2_509_u,"The video is sarcastic. The speaker's utterance ""Crazy bitch!"" conveys a negative sentiment. The tone is confrontational and provocative, and the language used is direct and unambiguous. However, the speaker has a very straight face suggesting that he's not actually angry or offended, rather pretending to be."
50,1_S11E04_067_u,"The video is non-sarcastic because the speaker's tone is casual and conversational, conveying a sense of sincerity and genuineness. The underlying emotion of resignation or acceptance, with a hint of positivity, suggests that the speaker is expressing a sincere opinion rather than being facetious or tongue-in-cheek. The tone is neutral, lacking strong emotional expression, and the intonation is flat and monotonic, indicating a calm and composed demeanor. The speaker's facial expressions, although showing some signs of doubt, also display happiness, further supporting the conclusion that the video is non-sarcastic."
51,1_S12E06_248_u,"The video is sarcastic because the speaker's utterance ""And I don't understand what's going on because I went to MIT"" conveys frustration, incredulity, and possibly embarrassment, with a hint of sarcasm. The tone shifts from neutral to assertive and reflective, accompanied by a subtle increase in volume, suggesting heightened intensity or urgency. The speaker's facial expressions, such as raised brows, tightened lids, and tightened lips, also indicate a sense of irony and self-deprecation, further supporting the conclusion that the video is sarcastic."
52,2_287_u,"
The video is sarcastic. The speaker's utterance ""Oh I am sorry, do you need a break?"" conveys empathy and concern, but the delivery is with annoyance which contradicts the words. The tone is slightly angry, with slight indication of mocking. The speaker's facial expressions and possible emotions observed in the video, such as surprise, also support a sarcastic tone. The overall context of the video, featuring a serious conversation between two people, further reinforces this conclusion."
53,1_11699_u,"The video is sarcastic because the speaker's tone is assertive and slightly tongue-in-cheek, implying that Stuart's decision-making skills are not always trusted. The phrase ""all on his own"" has a hint of sarcasm, suggesting that someone might have expected him to need guidance. Additionally, the speaker's facial expressions, such as lowered brows and tightened lips, indicate emotions like surprise, fear, and doubt, which contribute to the sarcastic tone. The subtle undertone of annoyance or frustration in the speaker's voice also adds to the sarcastic nature of the video."
54,1_S11E08_113_u,"The video is sarcastic because the speaker's utterance ""Yeah, just turn off your brain and let your uterus do its magic"" conveys playfulness and amusement. The use of irony and exaggeration in the phrase ""turn off your brain"" implies relaxing instead of worrying. The tone is playful."
55,2_425_u,"The video is non-sarcastic because the speaker's utterance ""And did he?"" conveys curiosity and anticipation, with a neutral sentiment and no hint of irony or mocking. The tone of her voice is warm and pleasant, with a steady and even intonation, amplitude, and pitch, indicating a deliberate and purposeful speech. The speaker's facial expressions, such as raised inner brow suggest doubt, which aligns with the curious tone of the utterance. The overall context of the video, featuring a friendly interaction between two individuals in a kitchen, further supports the non-sarcastic label."
56,2_323_u,"The video is sarcastic. The speaker's utterance ""That monkey has got a Ross on its ass!"" conveys amusement and playfulness, with a lighthearted and jesting tone. The video shows a monkey sitting on Ross's shoulders and a sarcastic way to say this is ""That monkey has got a Ross on its ass!""."
57,2_270_u,"The video is non-sarcastic because the speaker's utterance ""Hey"" conveys a sense of casualness and informality, with a neutral to slightly positive sentiment and a lighthearted tone. The speaker's facial expressions, including raised brows further support a non-sarcastic tone. The video context, featuring two actors in a room with a blue door, also does not imply any sarcasm. Overall, the brevity, simplicity, and genuineness of the message, along with the speaker's facial cues and the video context, all point to a non-sarcastic video."
58,1_S09E02_215_u,"The video is non-sarcastic because despite the speaker's initial skepticism and hesitant tone, their emotional journey shifts towards growing confidence and curiosity as the conversation progresses. The speaker's facial expressions, including raised brows, also convey a sense of genuine interest and engagement. While the language used is vague and non-committal, the speaker's tone becomes more assertive and decisive, suggesting a sincere discussion rather than a sarcastic one."
59,1_S11E03_169_u,"The video is non-sarcastic because despite a hint of irony in the speaker's tone, the overall sentiment expressed is neutral to slightly positive, and the tone remains lighthearted and casual. The speaker's facial expressions, such as raised cheeks and lip corners, suggest happiness, which further supports the non-sarcastic label. Additionally, the speaker's assertive and confident tone, as well as the consistent and neutral demeanor, do not convey a sense of sarcasm."
60,2_312_u,"The video is sarcastic due to the speaker's utterance ""Sarcasm? At a sarcasmoholics meeting?"" which conveys a lighthearted and tongue-in-cheek sentiment with a strong sense of sarcasm. The tone is informal and conversational, with a touch of whimsy, and the speaker's facial expressions, such as raised brows and a dropped jaw, suggest surprise and doubt. The shift in intonation, particularly around the word'sarcasm', becomes more mocking and taunting, further emphasizing the sarcasm."
61,1_60_u,"The video is sarcastic because the speaker's utterance ""It's just a privilege to watch your mind at work"" conveys irony and annoyance, implying the opposite of genuine enthusiasm or gratitude. The use of the word ""just"" downplays the idea that it's a privilege, adding to the sarcastic tone. The speaker's assertive and confident tone, as well as their facial expressions, such as raised outer brow and lip corner pulled, suggest a sense of mockery or playful ridicule, further supporting the label of sarcasm."
62,3_S01E05_520_u,"The video is sarcastic. The speaker's utterance ""Take your time. There's no rush, Dinesh"" conveys a sense of calmness and relaxation, with a positive and soothing sentiment. However, the speaker's face with parted lips and slightly lowered brows suggest that he's actually dejected with the amount of time being taken by Dinesh. Since the speaker says the opposite of what he's thinking and what his expressions convey, the utterance is sarcastic."
63,1_S11E05_448_u,"The video is non-sarcastic because the speaker's tone is direct and assertive, conveying a sense of frustration and annoyance, rather than irony or mocking language. The speaker's tone is  neutral. The speaker's facial expressions, such as raised inner brow, and squinting also suggest interest, rather than sarcasm. Overall, the speaker's tone and facial cues indicate a genuine attempt to provide information, rather than using sarcasm to mock or irony to undermine."
64,2_15_u,"The video is sarcastic because the speaker's utterance ""Stop catching on fire"" is a hyperbolic and humorous way of expressing frustration and annoyance, implying inevitability and futility. The tone is informal and conversational, with a hint of sarcasm, particularly in the second half of the sentence. The speaker's facial cues, such as raised brows, tightened lids, and pulled lip corners, also suggest a sense of exasperation and irony. Additionally, the pause between the two phrases and the shift in tone from apologetic to resigned further reinforce the sarcastic tone."
65,1_S11E20_143_u,"The video is sarcastic because the speaker's utterance ""Oh, just about who you're marrying"" conveys skepticism and annoyance, with a casual and conversational tone that is facetious and dismissive. The use of ""Oh"" at the beginning of the sentence adds to the casual, almost flippant tone, which reinforces the sense of sarcasm. Additionally, the speaker's facial expressions, such as raised brows and lip corners, suggest surprise and doubt, further supporting the conclusion that the video is sarcastic."
66,1_10496_u,"The video is sarcastic because of the speaker's utterance, tone, and facial expressions. The speaker's use of rhetorical questions, exaggerated scenarios, and condescending tone (""Do you hear yourself, woman?!"") convey frustration, incredulity, and annoyance, implying that the idea being presented is unrealistic or impractical. The speaker's facial expressions, such as raised upper lids, wrinkled nose, and depressed lower lip, also suggest emotions like skepticism and disdain. The overall sentiment is negative, and the speaker's tone shifts from neutral to assertive and persuasive, with a noticeable increase in pitch and volume towards the end, further emphasizing the sarcastic tone."
67,2_124_u,"The video is sarcastic. The speaker's utterance ""I am so confused as to what we have been doing so far"" conveys a sense of frustration and disorientation, which is then contradicted by the slighlty amuse tone. The speaker's facial expressions, such as raised brows and wrinkled nose, also suggest a state of perplexity and hyperbole. The modulation in the speaker's voice, which shifts from uncertainty to a more assertive tone, implies a mocking tone. Overall, the description suggests a sarcastic and frustrated speaker."
68,1_S12E18_198_u,"The video is sarcastic because the speaker's utterance ""And I'm supposed to be living on my own at this age, but here we are"" conveys a sense of frustration, disappointment, and embarrassment, with a tone that shifts from neutral to slightly more assertive and emphatic. The use of ""here we are"" implies a sense of inevitability and irony, suggesting that the speaker feels trapped or stuck in their current circumstances. The speaker's facial expressions, including raised brows, also indicate a sense of surprise and contempt, further supporting the conclusion that the video is sarcastic."
69,2_463_u,"The video is non-sarcastic because the speaker's utterance ""Ok!"" is brief and lacks any tone or language that would suggest irony or mocking. The speaker's facial expressions, which include raised brows, a tightened lid, and a raised chin, convey a sense of surprise or doubt, but not sarcasm. Additionally, the possible emotions observed in the video, such as happiness and surprise, do not align with the tone of sarcasm. Overall, the speaker's tone and facial expressions suggest a genuine and non-sarcastic interaction."
70,1_S09E03_120_u,"The video is non-sarcastic because the speaker's tone is assertive and straightforward, without any added inflections or irony, conveying a sense of frustration or disappointment. The sentiment expressed is negative, but the tone remains neutral, calm, and composed, indicating a lack of sarcasm. Additionally, the speaker's facial expressions, although varied, do not suggest mockery or irony, further supporting the non-sarcastic label."
71,2_223_u,"The video is sarcastic because of the speaker's tongue-in-cheek tone, particularly in the phrase ""I guess he wants to do a little dance,"" which suggests a playful, almost mocking attitude. Additionally, the speaker's facial expressions, such as raised brows and a wrinkled nose, convey surprise and doubt, further supporting the sarcastic label. Although the overall sentiment is positive and enthusiastic, the subtle cues of sarcasm are present throughout the video."
72,1_4603_u,"The video is non-sarcastic because the speaker's tone is conversational, relatable, and genuine, conveying empathy and understanding. The sentiment expressed is neutral to slightly positive, with a lighthearted and uplifting tone, and no hint of sarcasm. The speaker's facial expressions and body language, such as raised brows, cheek, and lip corners, also suggest happiness and surprise, further reinforcing the non-sarcastic label."
73,1_971_u,"The video is sarcastic because of the speaker's use of hyperbole (""my tongue has swollen to the size of a brisket!"") and absurdity, which convey a playful and facetious tone. The shift in the speaker's tone from forceful and assertive to urgent, along with the increase in volume, suggests a sense of emergency and anger, adding to the sarcastic tone. The speaker's facial expressions, including raised brows are also further supporting the label of sarcasm."
74,1_11322_u,"The video is sarcastic because the speaker's utterance ""Good job, Sheldon"" is likely being used ironically, implying that the person being addressed has done something that's not actually deserving of praise. The tone is tongue-in-cheek, and the speaker is probably being facetious. The shift in intonation towards the end of the speech, where the speaker's voice rises slightly, and the noticeable volume drop between the first and second parts of the sentence, suggest a playful and humorous tone, which is reinforced by the speaker's facial expressions, such as raised brows and a tightened lid, indicating doubt. Overall, the speaker's lighthearted and humorous tone, combined with the ironic phrase and facial cues, convey a sarcastic sentiment."
75,1_S11E10_143_u,"The video is non-sarcastic because the speaker's tone is direct, assertive, and serious, conveying frustration and annoyance towards excessive apologizing. The use of the imperative ""Stop"" adds to the sense of urgency, and the speaker's facial expressions, such as a raised inner brow and tightened lid, suggest doubt and emphasis rather than irony or mocking. Overall, the tone and sentiment expressed are negative, but genuine, without any hint of sarcasm."
76,1_11051_u,"The video is non-sarcastic because despite a hint of tongue-in-cheek humor, the overall sentiment expressed is one of mild excitement and curiosity, conveyed through the speaker's lighthearted and casual tone, positive and enthusiastic attitude, and facial expressions indicating happiness. The shift in the speaker's tone towards positivity, particularly around the phrase ""pretty cool,"" suggests a genuine sense of amusement and playfulness, rather than sarcasm."
